Id,NameHCR,RSSDHCR,Excl_Specialty,Excl_Foreign,Excl_Nocore,Excl_Noloans,Excl_Credit,CERT,NameFull,Address,City,Stalp,Zip,Stcnty,Year,Callym,CB,Asset,HCAsset,Size,ForAsset,LoanToAsset,CoreRatio,Max_Deposits,Office_Count,LARGE_CBSAS,State_Count,Business_Line,Meets_LTA,Meets_Core,Meets_Deposits,Meets_Offices,Meets_LrgMSA,Meets_States,Run_Date
1993,CERESCO BCORP INC,0002696984,0,0,0,0,0,1993,CERESCOBANK,130 ELM ST,CERESCO,NE,68017,31155,2023,202312,1,"65,987",65987,S,,46.26%,87.48%,"56,575",1,1,1,NO LENDING SPECIALTY,NA,NA,NA,NA,NA,NA,20240321
2036,F&M FINANCIAL CORP,0001076619,0,0,0,0,0,2036,FARMERS & MERCHANTS BANK,138 N SALISBURY GQ AVE,GRANITE QUARRY,NC,28146,37159,2023,202312,1,"9,16,547",916547,S,,57.46%,86.87%,"1,72,707",12,2,1,COMMERCIAL REAL ESTATE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
1122057,JORGENSON HOLDING CO,0001122057,0,0,0,0,0,2057,STATE BANK & TRUST OF KENMARE,4 2ND ST NW,KENMARE,ND,58746,38101,2023,202312,1,"1,60,225",230724,S,,54.89%,84.18%,"1,24,277",6,,1,AG LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
2068,,,0,0,0,0,0,2068,THE FAHEY BANKING COMPANY,127 N MAIN ST,MARION,OH,43302,39101,2023,202312,1,"3,00,656",300656,S,,70.99%,64.64%,"1,18,710",2,,1,COMMERCIAL REAL ESTATE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
2093,NATIONAL CAPITAL BCORP INC,0005581607,0,0,0,0,0,2093,THE NATIONAL CAPITAL BANK OF WASHINGTON,316 PENNSYLVANIA AVE SE,WASHINGTON,DC,20003,11001,2023,202312,1,"7,02,803",702803,S,,70.05%,82.97%,"3,85,564",4,1,3,COMMERCIAL REAL ESTATE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
2102,CNB CORP,0001134108,0,0,0,0,0,2102,THE CONWAY NATIONAL BANK,1400 3RD AVE,CONWAY,SC,29526,45051,2023,202312,1,"18,07,197",1807197,S,,40.04%,84.45%,"4,63,008",16,1,1,NO LENDING SPECIALTY,NA,NA,NA,NA,NA,NA,20240321
2107,FNB CORP,0001143230,0,0,0,0,0,2107,FIRST NATIONAL BANK OF SOUTH CAROLINA,801 GILWAY ST,HOLLY HILL,SC,29059,45075,2023,202312,1,"2,73,746",273746,S,,45.06%,91.06%,"92,198",8,1,1,NO LENDING SPECIALTY,NA,NA,NA,NA,NA,NA,20240321
2138,QUEENSBOROUGH CO THE,0001130904,0,0,0,0,0,2138,QUEENSBOROUGH NATIONAL BANK & TRUST COMPANY,113 E BROAD ST,LOUISVILLE,GA,30434,13163,2023,202312,1,"20,70,889",2070889,L,,56.02%,87.71%,"2,77,729",25,1,1,MULTI SPECIALTY LENDER,1,1,1,1,1,1,20240321
2145,MONTICELLO BANCSHARES INC,0002412139,0,0,0,0,0,2145,BANK OF MONTICELLO,141 E GREENE ST,MONTICELLO,GA,31064,13159,2023,202312,1,"1,49,871",149871,S,,68.30%,88.43%,"1,43,911",1,1,1,COMMERCIAL REAL ESTATE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
2154,GDW BANKSHARES INC,0004519126,0,0,0,0,0,2154,THE GEO. D. WARTHEN BANK,216 N HARRIS ST,SANDERSVILLE,GA,31082,13303,2023,202312,1,"2,17,422",217422,S,,53.04%,89.63%,"2,05,142",1,,1,NO LENDING SPECIALTY,NA,NA,NA,NA,NA,NA,20240321
2157,,,0,0,0,0,0,2157,FIRST STATE BANK OF RANDOLPH COUNTY,81 COURT ST,CUTHBERT,GA,39840,13243,2023,202312,1,"88,865",88865,S,,34.96%,100.40%,"74,969",2,,1,NO LENDING SPECIALTY,NA,NA,NA,NA,NA,NA,20240321
2160,FIRST BURKE BANKING CO,0001137752,0,0,0,0,0,2160,THE FIRST NATIONAL BANK OF WAYNESBORO,626 N LIBERTY ST,WAYNESBORO,GA,30830,13033,2023,202312,1,"2,07,054",207054,S,,58.91%,83.22%,"1,74,835",2,1,1,NO LENDING SPECIALTY,NA,NA,NA,NA,NA,NA,20240321
2205,COUNTRICORP,0001134470,0,0,0,0,0,2205,BANK OF THE ROCKIES,205 W MAIN ST,WHITE SULPHUR SP,MT,59645,30059,2023,202312,1,"2,40,981",240981,S,,71.79%,85.75%,"39,003",7,,1,AG LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
2208,FIRST NATL BUFFALO BANKSHARES,0001057243,0,0,0,0,0,2208,FIRST NORTHERN BANK OF WYOMING,141 S MAIN ST,BUFFALO,WY,82834,56019,2023,202312,1,"7,69,317",769317,S,,59.18%,85.56%,"2,77,755",5,,1,MULTI SPECIALTY LENDER,NA,NA,NA,NA,NA,NA,20240321
2224,BRIDGER CO THE,0001122310,0,0,0,0,0,2224,"BANK OF BRIDGER, NATIONAL ASSOCIATION",101 S MAIN ST,BRIDGER,MT,59014,30009,2023,202312,1,"7,33,942",733942,S,,45.42%,90.88%,"1,66,745",12,,2,NO LENDING SPECIALTY,NA,NA,NA,NA,NA,NA,20240321
2228,CARBON COUNTY HOLDING CO,0002043346,0,0,0,0,0,2228,RNB STATE BANK,220 5TH ST,RAWLINS,WY,82301,56007,2023,202312,1,"2,55,929",255929,S,,57.76%,94.65%,"1,01,212",5,,2,COMMERCIAL REAL ESTATE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
2229,RSNB BCORP,0002718167,0,0,0,0,0,2229,RSNB BANK,200 2ND ST,ROCK SPRINGS,WY,82901,56037,2023,202312,1,"3,92,496",392496,S,,34.00%,88.97%,"2,92,481",2,,1,NO LENDING SPECIALTY,NA,NA,NA,NA,NA,NA,20240321
1053272,PINNACLE BCORP INC,0001053272,0,0,0,0,0,2232,PINNACLE BANK - WYOMING,1702 SHERIDAN AVE,CODY,WY,82414,56029,2023,202312,0,"13,08,219",19275397,L,,66.02%,85.48%,"4,74,132",176,7,8,MULTI SPECIALTY LENDER,1,1,1,0,0,0,20240321
2240,FIRST ARTESIA BANCSHARES INC,0001108967,0,0,0,0,0,2240,FIRST AMERICAN BANK,303 W MAIN ST,ARTESIA,NM,88210,35015,2023,202312,1,"18,07,137",1807137,S,,51.96%,79.08%,"4,10,477",21,2,2,COMMERCIAL REAL ESTATE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
2241,CARLSBAD BCORP INC,0001131527,0,0,0,0,0,2241,CNB BANK,202 W STEVENS ST,CARLSBAD,NM,88220,35015,2023,202312,1,"8,18,120",818120,S,,67.47%,88.54%,"6,44,195",3,,1,C&I LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
2244,JAMES POLK STONE CMTY BANCSHAR,0001104978,0,0,0,0,0,2244,THE JAMES POLK STONE COMMUNITY BANK,109 E 2ND ST,PORTALES,NM,88130,35041,2023,202312,1,"3,88,678",388678,S,,40.80%,85.37%,"1,20,888",9,,1,NO LENDING SPECIALTY,NA,NA,NA,NA,NA,NA,20240321
2247,NEW MEXICO NATL FINL INC,0002013947,0,0,0,0,0,2247,BANK OF THE SOUTHWEST,226 N MAIN ST,ROSWELL,NM,88201,35005,2023,202312,1,"1,80,752",180752,S,,65.21%,90.29%,"48,192",13,,1,MULTI SPECIALTY LENDER,NA,NA,NA,NA,NA,NA,20240321
2249,LORDSBURG FINANCIAL CORP,0001417454,0,0,0,0,0,2249,WESTERN BANK,140 E MOTEL DR,LORDSBURG,NM,88045,35023,2023,202312,1,"2,86,840",286840,S,,24.90%,87.68%,"91,511",5,,2,NO LENDING SPECIALTY,NA,NA,NA,NA,NA,NA,20240321
2270,,,0,0,0,0,0,2270,"ZIONS BANCORPORATION, N.A.",1 S MAIN ST,SALT LAKE CITY,UT,84133,49035,2023,202312,0,"8,72,02,697",87202697,L,,65.53%,78.77%,"1,11,29,759",408,24,11,MULTI SPECIALTY LENDER,1,1,0,0,0,0,20240321
2273,FNBELY BCORP,0005192393,0,0,0,0,0,2273,THE FIRST NATIONAL BANK OF ELY,595 AULTMAN ST,ELY,NV,89301,32033,2023,202312,1,"1,17,814",117814,S,,6.69%,96.57%,"1,21,889",1,,1,NO LENDING SPECIALTY,NA,NA,NA,NA,NA,NA,20240321
2284,NORTH VALLEY BANCSHARES INC,0003264193,0,0,0,0,0,2284,NORTH VALLEY BANK,2775 MAYSVILLE PIKE,ZANESVILLE,OH,43701,39119,2023,202312,1,"3,12,197",312197,S,,78.35%,84.65%,"93,362",8,1,1,COMMERCIAL REAL ESTATE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
2285,GENBANC INC,0001071388,0,0,0,0,0,2285,THE GENOA BANKING COMPANY,801 MAIN ST,GENOA,OH,43430,39123,2023,202312,1,"6,00,140",600140,S,,76.62%,79.99%,"1,67,781",8,1,1,MORTGAGE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
2286,BUCKEYE STATE BANCSHARES INC,0005314748,0,0,0,0,0,2286,BUCKEYE STATE BANK,9494 WEDGEWOOD BLVD,POWELL,OH,43065,39041,2023,202312,1,"4,27,369",427369,S,,55.67%,68.16%,"1,19,762",6,2,1,COMMERCIAL REAL ESTATE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
2289,COMMODORE FINL NETWORK INC,0003316403,0,0,0,0,0,2289,COMMODORE BANK,100 E MAIN ST,SOMERSET,OH,43783,39127,2023,202312,1,"89,314",89314,S,,58.53%,93.16%,"43,072",3,1,1,MORTGAGE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
2290,,,0,0,0,0,0,2290,THE FARMERS SAVINGS BANK,111 W MAIN ST,SPENCER,OH,44275,39103,2023,202312,1,"2,89,419",289419,S,,33.72%,80.38%,"1,57,328",2,1,1,NO LENDING SPECIALTY,NA,NA,NA,NA,NA,NA,20240321
2300,MAGNOLIA BCORP INC,0002402813,0,0,0,0,0,2300,THE BANK OF MAGNOLIA COMPANY,122 N MAIN ST,MAGNOLIA,OH,44643,39151,2023,202312,1,"1,01,558",101558,S,,54.55%,88.27%,"32,728",3,,1,MORTGAGE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
2301,,,0,0,0,0,0,2301,THE FIRST STATE BANK,16 COURTHOUSE SQ.,BOISE CITY,OK,73933,40025,2023,202312,1,"1,36,321",136321,S,,76.54%,74.93%,"1,00,863",3,,1,AG LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
2308,FORT COBB BANCSHARES INC,0001061932,0,0,0,0,0,2308,WASHITA VALLEY BANK,204 N HAZLETT ST,FORT COBB,OK,73038,40015,2023,202312,1,"55,733",55733,S,,50.79%,85.41%,"52,202",1,,1,AG LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
2315,IRONHORSE FINANCIAL GROUP INC,0003488485,0,0,0,0,0,2315,ARMSTRONG BANK,1215 W OKMULGEE ST,MUSKOGEE,OK,74401,40101,2023,202312,0,"25,36,998",2536998,L,,59.32%,85.96%,"4,36,593",29,3,2,NO LENDING SPECIALTY,1,1,1,1,0,1,20240321
2317,METHOD BANCSHARES INC,0005786868,0,0,0,0,0,2317,METHOD BANK,2 E BROADWAY,WYANDOTTE,OK,74370,40115,2023,202312,1,"1,11,598",111598,S,,70.78%,40.75%,"69,890",1,,1,MORTGAGE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
2320,CARSON FINL HOLDING CO INC,0002606321,0,0,0,0,0,2320,CARSON COMMUNITY BANK,24 W DIVISION ST,STILWELL,OK,74960,40001,2023,202312,1,"1,65,817",165817,S,,61.21%,77.87%,"78,742",4,,1,MULTI SPECIALTY LENDER,NA,NA,NA,NA,NA,NA,20240321
2326,ARKANSAS VALLEY BANCSHARES INC,0001057980,0,0,0,0,0,2326,AVB BANK,322 S MAIN ST,BROKEN ARROW,OK,74012,40143,2023,202312,1,"4,99,769",499769,S,,75.16%,80.66%,"3,12,277",4,1,1,COMMERCIAL REAL ESTATE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
2327,GRANDVIEW BANKSHARES INC,0002355870,0,0,0,0,0,2327,LOCAL BANK,110 E MAIN ST,HULBERT,OK,74441,40021,2023,202312,1,"3,38,007",338007,S,,63.46%,75.52%,"1,42,591",3,,1,NO LENDING SPECIALTY,NA,NA,NA,NA,NA,NA,20240321
2816858,GRIFFITH FAMILY FINL HOLDINGS,0002816858,0,0,0,0,0,2328,"AMERICAN EXCHANGE BANK, LINDSAY, OKLAHOMA",402 S MAIN ST,LINDSAY,OK,73052,40049,2023,202312,1,"81,711",103526,S,,27.19%,89.00%,"75,551",2,,1,NO LENDING SPECIALTY,NA,NA,NA,NA,NA,NA,20240321
2331,,,0,0,0,0,0,2331,PEOPLES BANK AND TRUST COMPANY,517 WASHINGTON ST.,RYAN,OK,73565,40067,2023,202312,1,"44,045",44045,S,,63.37%,74.96%,"20,705",2,1,1,COMMERCIAL REAL ESTATE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
2359,MAUCH CHUNK TR FINANCIAL CORP,0003045011,0,0,0,0,0,2359,MAUCH CHUNK TRUST COMPANY,1111 N. ST,JIM THORPE,PA,18229,42025,2023,202312,1,"6,46,647",646647,S,,40.06%,87.64%,"1,24,131",8,1,1,NO LENDING SPECIALTY,NA,NA,NA,NA,NA,NA,20240321
2379,BANCSHARES OF GLEASON INC,0001098808,0,0,0,0,0,2379,BANK OF GLEASON,203 MAIN ST,GLEASON,TN,38229,47183,2023,202312,1,"1,27,979",127979,S,,50.63%,82.19%,"77,893",2,,1,NO LENDING SPECIALTY,NA,NA,NA,NA,NA,NA,20240321
2380,CARROLL FINANCIAL SERVICES INC,0001848825,0,0,0,0,0,2380,CARROLL BANK AND TRUST,19510 MAIN ST W,HUNTINGDON,TN,38344,47017,2023,202312,1,"5,00,648",500648,S,,73.02%,89.24%,"1,66,609",9,,1,MORTGAGE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
1135374,SECURITY BCORP OF TN INC,0001135374,0,0,0,0,0,2391,SECURITY BANK,602 W MAIN ST,NEWBERN,TN,38059,47045,2023,202312,1,"2,15,649",1323349,S,,40.72%,85.57%,"1,33,085",26,1,1,NO LENDING SPECIALTY,NA,NA,NA,NA,NA,NA,20240321
2443,STATE BCORP INC,0001076150,0,0,0,0,0,2443,CLEAR MOUNTAIN BANK,160 MORGANTOWN ST,BRUCETON MILLS,WV,26525,54077,2023,202312,1,"9,51,719",951719,S,,68.95%,83.31%,"1,53,961",11,,2,NO LENDING SPECIALTY,NA,NA,NA,NA,NA,NA,20240321
2444,FIRST CLAY COUNTY BANC CORP,0001427211,0,0,0,0,0,2444,"CLAY COUNTY BANK, INC.",150 MAIN ST,CLAY,WV,25043,54015,2023,202312,1,"1,24,033",124033,S,,48.51%,86.65%,"1,03,803",2,,1,MORTGAGE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
2448,PIONEER COMMUNITY GROUP INC,0002356514,0,0,0,0,0,2448,"PIONEER COMMUNITY BANK, INC.",5229 COAL HERITAGE RD.,IAEGER,WV,24844,54047,2023,202312,1,"1,63,220",163220,S,,72.95%,86.82%,"47,868",6,,1,MORTGAGE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
2452,TRI-COUNTY BCORP INC,0003068289,0,0,0,0,0,2452,WEST UNION BANK,212 MAIN ST,WEST UNION,WV,26456,54017,2023,202312,1,"2,60,191",260191,S,,43.49%,88.38%,"1,00,289",5,,1,NO LENDING SPECIALTY,NA,NA,NA,NA,NA,NA,20240321
2453,DAVIS TRUST FINANCIAL CORP,0002878294,0,0,0,0,0,2453,DAVIS TRUST COMPANY,227 DAVIS AVE,ELKINS,WV,26241,54083,2023,202312,1,"2,39,415",239415,S,,77.54%,68.81%,"1,58,740",2,,1,MORTGAGE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
2455,BRODHEAD BANCSHARES INC,0005371853,0,0,0,0,0,2455,THE BANK OF BRODHEAD,806 E EXCHANGE ST,BRODHEAD,WI,53520,55045,2023,202312,1,"3,07,382",307382,S,,68.56%,77.72%,"1,60,174",2,1,1,MULTI SPECIALTY LENDER,NA,NA,NA,NA,NA,NA,20240321
2467,CITIZENS BCORP INC,0003559862,0,0,0,0,0,2467,CITIZENS STATE BANK,304 N MAIN ST,CADOTT,WI,54727,55017,2023,202312,1,"2,27,976",227976,S,,77.14%,74.49%,"95,840",8,,1,COMMERCIAL REAL ESTATE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
2468,NW BANCSHARES INC,0001246542,0,0,0,0,0,2468,NORTHWESTERN BANK,202 N BRIDGE ST,CHIPPEWA FALLS,WI,54729,55017,2023,202312,1,"6,71,330",671330,S,,75.94%,80.66%,"3,67,597",7,,1,MULTI SPECIALTY LENDER,NA,NA,NA,NA,NA,NA,20240321
2469,CITIZENS FINL EMPLOYEE STK OWN,0001247727,0,0,0,0,0,2469,BADGER BANK,220 GRANT ST,FORT ATKINSON,WI,53538,55055,2023,202312,1,"2,04,469",204469,S,,63.53%,73.97%,"60,213",4,1,1,MORTGAGE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
2477,DEERFIELD FINANCIAL CORP,0001416738,0,0,0,0,0,2477,BANK OF DEERFIELD,15 S MAIN ST,DEERFIELD,WI,53531,55025,2023,202312,1,"2,23,980",223980,S,,89.92%,59.32%,"1,46,498",2,1,1,MULTI SPECIALTY LENDER,NA,NA,NA,NA,NA,NA,20240321
2482,NEKOOSA PORT EDWARDS BCORP INC,0001204074,0,0,0,0,0,2482,NEKOOSA PORT EDWARDS STATE BANK,405 MARKET ST,NEKOOSA,WI,54457,55141,2023,202312,1,"2,55,093",255093,S,,65.23%,85.23%,"1,43,244",3,,1,MORTGAGE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
2496,IRON BANCSHARES INC,0002606693,0,0,0,0,0,2496,THE NATIONAL IRON BANK,195 MAIN ST,SALISBURY,CT,06068,09005,2023,202312,1,"3,00,561",300561,S,,82.76%,83.38%,"1,07,756",4,,1,MORTGAGE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
2608,GRAND BANK CORP,0001115406,0,0,0,0,0,2608,THE NATIONAL GRAND BANK OF MARBLEHEAD,91 PLEASANT ST,MARBLEHEAD,MA,01945,25009,2023,202312,1,"4,23,181",423181,S,,72.86%,80.19%,"3,44,557",2,1,1,MORTGAGE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
2616,,,0,0,0,0,0,2616,MILLBURY NATIONAL BANK,18 MAIN ST,MILLBURY,MA,01527,25027,2023,202312,1,"1,19,423",119423,S,,71.83%,81.93%,"98,320",1,1,1,MORTGAGE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
2682,FNB BANCSHARES INC,0002262503,0,0,0,0,0,2682,THE FIRST NATIONAL BANK OF BROOKSVILLE,105 LOCUST ST,BROOKSVILLE,KY,41004,21023,2023,202312,1,"74,673",74673,S,,50.55%,90.79%,"68,959",2,1,1,MORTGAGE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
2691,CUMBERLAND VALLEY FINL CORP,0001071463,0,0,0,0,0,2691,CUMBERLAND VALLEY NATIONAL BANK & TRUST COMPANY,100 S MAIN ST,LONDON,KY,40741,21125,2023,202312,1,"7,25,662",725662,S,,68.06%,91.11%,"2,03,237",15,2,1,COMMERCIAL REAL ESTATE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
2695,FIRST GRAYSON BCORP INC,0001823747,0,0,0,0,0,2695,THE FIRST NATIONAL BANK OF GRAYSON,200 S CAROL MALONE BLVD,GRAYSON,KY,41143,21043,2023,202312,1,"3,22,199",322199,S,,60.33%,85.28%,"1,67,522",7,,1,NO LENDING SPECIALTY,NA,NA,NA,NA,NA,NA,20240321
2700,FIRST SOUTHERN BCORP INC,0001247987,0,0,0,0,0,2700,FIRST SOUTHERN NATIONAL BANK,27 PUBLIC SQ,LANCASTER,KY,40444,21079,2023,202312,1,"11,94,312",1194312,S,,65.62%,90.35%,"2,23,379",14,1,1,NO LENDING SPECIALTY,NA,NA,NA,NA,NA,NA,20240321
2708,FIRST NATIONAL FINANCIAL CORP,0001427220,0,0,0,0,0,2708,THE FIRST NATIONAL BANK OF MANCHESTER,120 TOWN BRANCH RD,MANCHESTER,KY,40962,21051,2023,202312,1,"2,30,881",230881,S,,63.67%,91.39%,"1,44,847",3,,1,COMMERCIAL REAL ESTATE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
2710,FIRST STATE BANCSHARES INC,0001070998,0,0,0,0,0,2710,"FIRST STATE BANK OF THE SOUTHEAST, INC",1820 CUMBERLAND AVE,MIDDLESBORO,KY,40965,21013,2023,202312,1,"4,01,496",401496,S,,86.02%,81.55%,"1,19,212",8,1,2,MULTI SPECIALTY LENDER,NA,NA,NA,NA,NA,NA,20240321
2711,TRADITIONAL BCORP INC,0001070420,0,0,0,0,0,2711,"TRADITIONAL BANK, INC.",49 W MAIN ST,MOUNT STERLING,KY,40353,21173,2023,202312,1,"23,45,377",2345377,L,,59.77%,75.33%,"4,21,913",19,2,1,COMMERCIAL REAL ESTATE LENDING SPECIALIZATION,1,1,1,1,1,1,20240321
2718,CITIZENS NATIONAL CORP,0001071623,0,0,0,0,0,2718,"CITIZENS BANK OF KENTUCKY, INC.",620 BROADWAY ST,PAINTSVILLE,KY,41240,21115,2023,202312,1,"6,59,813",659813,S,,46.82%,86.79%,"1,71,663",12,1,1,NO LENDING SPECIALTY,NA,NA,NA,NA,NA,NA,20240321
1070644,COMMUNITY TRUST BCORP INC,0001070644,0,0,0,0,0,2720,"COMMUNITY TRUST BANK, INC.",346 N MAYO TRL,PIKEVILLE,KY,41501,21195,2023,202312,1,"57,33,770",5733770,L,,69.79%,82.52%,"4,58,804",79,2,3,NO LENDING SPECIALTY,1,1,1,1,1,1,20240321
2723,SNB BCORP INC,0002896207,0,0,0,0,0,2723,THE SALYERSVILLE NATIONAL BANK,43 E MAPLE ST,SALYERSVILLE,KY,41465,21153,2023,202312,1,"1,35,585",135585,S,,57.89%,72.44%,"66,264",2,,1,COMMERCIAL REAL ESTATE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
2725,CITIZENS BANCSHARES INC,0001070484,0,0,0,0,0,2725,THE CITIZENS NATIONAL BANK OF SOMERSET,44 PUBLIC SQ,SOMERSET,KY,42501,21199,2023,202312,1,"6,28,218",628218,S,,51.59%,79.68%,"1,69,707",10,1,1,NO LENDING SPECIALTY,NA,NA,NA,NA,NA,NA,20240321
2733,BUFFALO BANCSHARES INC,0001096297,0,0,0,0,0,2733,BANK OF BUFFALO,2441 GREENSBURG RD,BUFFALO,KY,42716,21123,2023,202312,1,"1,03,923",103923,S,,67.91%,66.81%,"40,042",2,,1,MORTGAGE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
2735,PORT WILLIAM BANCSHARES INC,0002744849,0,0,0,0,0,2735,FIRST NATIONAL BANK OF KENTUCKY,604 HIGHLAND AVE,CARROLLTON,KY,41008,21041,2023,202312,1,"2,11,082",211082,S,,77.08%,87.86%,"1,14,763",6,2,1,MORTGAGE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
5623570,PINE KNOB HOLDINGS LLC,0005623570,0,0,0,0,0,2738,"FIRST & FARMERS NATIONAL BANK, INC.",2020 S HWY. 27,SOMERSET,KY,42501,21199,2023,202312,1,"6,51,306",2811142,L,,66.19%,84.26%,"3,42,571",42,,1,MORTGAGE LENDING SPECIALIZATION,1,1,1,1,1,1,20240321
2740,BOYLE BCORP INC,0001119244,0,0,0,0,0,2740,THE FARMERS NATIONAL BANK OF DANVILLE,304 W MAIN ST,DANVILLE,KY,40422,21021,2023,202312,1,"9,58,014",958014,S,,66.42%,81.54%,"4,62,409",15,1,1,NO LENDING SPECIALTY,NA,NA,NA,NA,NA,NA,20240321
2750,HAMBAC INC,0001118911,0,0,0,0,0,2750,THE LINCOLN NATIONAL BANK OF HODGENVILLE,41 LINCOLN SQ,HODGENVILLE,KY,42748,21123,2023,202312,1,"4,16,993",416993,S,,74.73%,85.17%,"1,21,412",5,,1,MORTGAGE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
2753,CNB OF LEBANON BCORP INC,0001098639,0,0,0,0,0,2753,THE CITIZENS NATIONAL BANK OF LEBANON,149 W MAIN ST,LEBANON,KY,40033,21155,2023,202312,1,"1,60,017",160017,S,,26.06%,93.86%,"1,56,511",1,,1,NO LENDING SPECIALTY,NA,NA,NA,NA,NA,NA,20240321
2754,LEBANON BANCSHARES INC,0001098451,0,0,0,0,0,2754,THE FARMERS NATIONAL BANK OF LEBANON,136 W MAIN ST,LEBANON,KY,40033,21155,2023,202312,1,"1,24,734",124734,S,,59.48%,90.39%,"1,10,513",2,,1,NO LENDING SPECIALTY,NA,NA,NA,NA,NA,NA,20240321
5623570,PINE KNOB HOLDINGS LLC,0005623570,0,0,0,0,0,2759,"FNB BANK, INC.",101 E BROADWAY,MAYFIELD,KY,42066,21083,2023,202312,1,"6,74,770",2811142,L,,66.19%,84.26%,"3,42,571",42,,1,MULTI SPECIALTY LENDER,1,1,1,1,1,1,20240321
2765,UNITED BCORP OF PRINCETON INC,0001098554,0,0,0,0,0,2765,FARMERS BANK AND TRUST COMPANY,111 W WASHINGTON ST,PRINCETON,KY,42445,21033,2023,202312,1,"2,06,210",206210,S,,63.60%,90.45%,"1,38,225",3,,1,COMMERCIAL REAL ESTATE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
1099140,FIRST BCORP INC,0001099140,0,0,0,0,0,2767,THE FIRST NATIONAL BANK OF RUSSELL SPRINGS,36 W STEVE WARINER DR,RUSSELL SPRINGS,KY,42642,21207,2023,202312,1,"3,43,720",677001,S,,61.32%,89.01%,"2,22,069",7,,1,COMMERCIAL REAL ESTATE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
2777,MIDSOUTH BCORP,0001136689,0,0,0,0,0,2777,MIDSOUTH BANK,2526 W MAIN ST,DOTHAN,AL,36301,01069,2023,202312,1,"6,34,645",634645,S,,55.04%,91.90%,"1,73,144",12,,2,COMMERCIAL REAL ESTATE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
2779,FIRST SUNCOAST TR BANCSHARES,0001141302,0,0,0,0,0,2779,THE FIRST NATIONAL BANK AND TRUST,111 S MAIN ST,ATMORE,AL,36502,01053,2023,202312,1,"2,14,557",214557,S,,63.84%,90.43%,"1,47,274",4,,1,MULTI SPECIALTY LENDER,NA,NA,NA,NA,NA,NA,20240321
2784,FIRST BOAZ BCORP,0001082889,0,0,0,0,0,2784,FIRST BANK OF BOAZ,124 S MAIN ST,BOAZ,AL,35957,01095,2023,202312,1,"2,42,539",242539,S,,25.34%,78.73%,"2,02,897",1,,1,NO LENDING SPECIALTY,NA,NA,NA,NA,NA,NA,20240321
2787,FIRST CAMDEN BANCSHARES INC,0001836475,0,0,0,0,0,2787,COMMUNITY NEIGHBOR BANK,3 WATER ST,CAMDEN,AL,36726,01131,2023,202312,1,"1,57,067",157067,S,,55.30%,79.32%,"73,460",3,,1,NO LENDING SPECIALTY,NA,NA,NA,NA,NA,NA,20240321
