Id,NameHCR,RSSDHCR,Excl_Specialty,Excl_Foreign,Excl_Nocore,Excl_Noloans,Excl_Credit,CERT,NameFull,Address,City,Stalp,Zip,Stcnty,Year,Callym,CB,Asset,HCAsset,Size,ForAsset,LoanToAsset,CoreRatio,Max_Deposits,Office_Count,LARGE_CBSAS,State_Count,Business_Line,Meets_LTA,Meets_Core,Meets_Deposits,Meets_Offices,Meets_LrgMSA,Meets_States,Run_Date
1111435,STATE STREET CORP,0001111435,0,1,0,0,0,14,STATE STREET BANK AND TRUST COMPANY,ONE CONGRESS ST.,BOSTON,MA,02114,25025,2023,202312,0,"29,32,38,000",293238000,L,31.46%,12.52%,49.69%,"16,47,85,000",3,3,3,NO LENDING SPECIALTY,0,0,0,0,0,0,20240321
35,AUBURN NATIONAL BCORP INC,0001129533,0,0,0,0,0,35,AUBURNBANK,100 N GAY ST,AUBURN,AL,36830,01081,2023,202312,1,"9,77,289",977289,S,,56.32%,91.83%,"4,91,215",8,,1,COMMERCIAL REAL ESTATE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
39,RBC INC,0002526755,0,0,0,0,0,39,ROBERTSON BANKING COMPANY,216 N WALNUT AVE,DEMOPOLIS,AL,36732,01091,2023,202312,1,"4,73,193",473193,S,,65.19%,89.06%,"2,25,172",8,1,1,COMMERCIAL REAL ESTATE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
41,PHENIX-GIRARD BANCSHARES INC,0002013246,0,0,0,0,0,41,PHENIX-GIRARD BANK,801 13TH ST,PHENIX CITY,AL,36867,01113,2023,202312,1,"2,82,344",282344,S,,27.40%,97.30%,"2,08,133",4,,1,NO LENDING SPECIALTY,NA,NA,NA,NA,NA,NA,20240321
49,,,0,0,0,0,0,49,BANK OF EVERGREEN,146 W FRONT ST,EVERGREEN,AL,36401,01035,2023,202312,1,"74,129",74129,S,,34.98%,83.28%,"65,596",1,,1,NO LENDING SPECIALTY,NA,NA,NA,NA,NA,NA,20240321
50,INDEPENDENT BANCSHARES EMPLOYE,0003587294,0,0,0,0,0,50,COMMUNITY SPIRIT BANK,200 4TH AVE SW,RED BAY,AL,35582,01059,2023,202312,1,"2,03,154",203154,S,,59.29%,91.63%,"96,822",6,,2,NO LENDING SPECIALTY,NA,NA,NA,NA,NA,NA,20240321
51,FIRST VERNON BANCSHARES INC,0001139998,0,0,0,0,0,51,THE BANK OF VERNON,44825 HWY. 17,VERNON,AL,35592,01075,2023,202312,1,"3,27,287",327287,S,,64.13%,82.52%,"1,17,959",5,,2,MULTI SPECIALTY LENDER,NA,NA,NA,NA,NA,NA,20240321
52,CITIZENS BCORP OF WINFIELD INC,0001833616,0,0,0,0,0,52,THE CITIZENS BANK OF WINFIELD,236 BANKHEAD HWY,WINFIELD,AL,35594,01057,2023,202312,1,"3,39,273",339273,S,,22.11%,54.39%,"2,18,652",1,,1,NO LENDING SPECIALTY,NA,NA,NA,NA,NA,NA,20240321
54,GADSDEN CORP THE,0001079067,0,0,0,0,0,54,THE EXCHANGE BANK OF ALABAMA,7170 6TH AVE,ALTOONA,AL,35952,01055,2023,202312,1,"3,71,110",371110,S,,52.07%,88.24%,"1,05,009",5,,1,NO LENDING SPECIALTY,NA,NA,NA,NA,NA,NA,20240321
1083895,UNITED BCORP OF ALABAMA INC,0001083895,0,0,0,0,0,58,UNITED BANK,200 E NASHVILLE AVE,ATMORE,AL,36502,01053,2023,202312,1,"11,82,794",1307780,S,,61.34%,83.11%,"3,09,850",21,1,2,MULTI SPECIALTY LENDER,NA,NA,NA,NA,NA,NA,20240321
70,PEOPLES EXC BANCSHARES INC,0001138870,0,0,0,0,0,70,PEOPLES EXCHANGE BANK,2013 S HWY. 21 BYP,MONROEVILLE,AL,36460,01099,2023,202312,1,"98,099",98099,S,,55.21%,86.83%,"87,672",1,,1,NO LENDING SPECIALTY,NA,NA,NA,NA,NA,NA,20240321
72,CENTRAL STATE BCORP,0001084593,0,0,0,0,0,72,CENTRAL STATE BANK,11025 HWY. 25,CALERA,AL,35040,01117,2023,202312,1,"5,75,625",575625,S,,63.66%,89.92%,"3,19,338",6,1,1,COMMERCIAL REAL ESTATE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
77,BANCSOUTH CORP,0001084061,0,0,0,0,0,77,BANKSOUTH,3251 ROSS CLARK CIR,DOTHAN,AL,36303,01069,2023,202312,1,"2,08,587",208587,S,,78.86%,80.91%,"98,044",2,,1,MORTGAGE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
81,,,0,0,0,0,0,81,WARREN BANK AND TRUST COMPANY,201 S MAIN ST,WARREN,AR,71671,05011,2023,202312,1,"1,55,755",155755,S,,45.64%,72.07%,"78,556",4,,1,NO LENDING SPECIALTY,NA,NA,NA,NA,NA,NA,20240321
88,HARRELL BANCSHARES INC,0002352196,0,0,0,0,0,88,GENERATIONS BANK,3710 W SOUTHERN HILLS BLVD,ROGERS,AR,72758,05007,2023,202312,1,"8,95,690",895690,S,,68.86%,69.50%,"2,21,443",11,1,2,COMMERCIAL REAL ESTATE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
89,WHITE RIVER BANCSHARES CO,0003306589,0,0,0,0,0,89,SIGNATURE BANK OF ARKANSAS,3878 N CROSSOVER RD,FAYETTEVILLE,AR,72703,05143,2023,202312,1,"11,32,908",1132908,S,,83.10%,78.85%,"3,71,810",9,1,1,COMMERCIAL REAL ESTATE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
90,DREW BANCSHARES INC,0001098198,0,0,0,0,0,90,COMMERCIAL BANK & TRUST COMPANY,212 W GAINES ST,MONTICELLO,AR,71655,05043,2023,202312,1,"2,53,319",253319,S,,61.20%,87.16%,"2,31,283",4,,1,MULTI SPECIALTY LENDER,NA,NA,NA,NA,NA,NA,20240321
93,RIVERSIDE BANCSHARES INC,0002155342,0,0,0,0,0,93,RIVERSIDE BANK,103 W MAIN ST,SPARKMAN,AR,71763,05039,2023,202312,1,"61,538",61538,S,,87.18%,74.51%,"29,378",2,1,1,MORTGAGE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
94,BRADLEY BANCSHARES INC,0001097463,0,0,0,0,0,94,FIRST STATE BANK OF WARREN,104 S MAIN ST,WARREN,AR,71671,05011,2023,202312,1,"1,17,573",117573,S,,47.92%,91.70%,"87,322",4,,1,NO LENDING SPECIALTY,NA,NA,NA,NA,NA,NA,20240321
99,,,0,0,0,0,0,99,BANK OF DELIGHT,503 E ANTIOCH ST,DELIGHT,AR,71940,05109,2023,202312,1,"1,73,773",173773,S,,81.38%,74.16%,"69,995",3,,1,AG LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
105,SHARP BANCSHARES INC,0001099663,0,0,0,0,0,105,BANK OF CAVE CITY,137 S MAIN ST,CAVE CITY,AR,72521,05135,2023,202312,1,"1,80,599",180599,S,,67.98%,81.86%,"66,037",5,,1,AG LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
107,CLARENDON HOLDING CO,0001099252,0,0,0,0,0,107,THE MERCHANTS & PLANTERS BANK,297 MADISON ST,CLARENDON,AR,72029,05095,2023,202312,1,"49,705",49705,S,,30.37%,94.04%,"44,693",1,,1,NO LENDING SPECIALTY,NA,NA,NA,NA,NA,NA,20240321
109,PIONEER BANCSHARES HORATIO ARK,0001139091,0,0,0,0,0,109,HORATIO STATE BANK,123 W MAIN ST,HORATIO,AR,71842,05133,2023,202312,1,"2,90,601",290601,S,,80.57%,75.27%,"2,14,133",3,,1,MULTI SPECIALTY LENDER,NA,NA,NA,NA,NA,NA,20240321
110,,,0,0,0,0,0,110,BANK OZK,18000 CANTRELL RD,LITTLE ROCK,AR,72223,05119,2023,202312,0,"3,42,37,457",34237457,L,,76.29%,72.29%,"62,69,301",230,15,5,COMMERCIAL REAL ESTATE LENDING SPECIALIZATION,1,1,1,0,0,0,20240321
131,SEACOAST BANKING CORP OF FL,0001085013,0,0,0,0,0,131,SEACOAST NATIONAL BANK,815 COLORADO AVE,STUART,FL,34994,12085,2023,202312,0,"1,45,71,868",14571868,L,,68.07%,80.01%,"14,87,634",78,8,1,COMMERCIAL REAL ESTATE LENDING SPECIALIZATION,1,1,1,1,0,1,20240321
147,CENTURY BCORP INC,0002043850,0,0,0,0,0,147,CENTURY BANK AND TRUST,141 S WAYNE ST,MILLEDGEVILLE,GA,31061,13009,2023,202312,1,"3,51,865",351865,S,,51.76%,87.45%,"2,44,960",2,,1,COMMERCIAL REAL ESTATE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
148,MADISON BANK CORP,0001135105,0,0,0,0,0,148,BANK OF MADISON,133 N MAIN ST,MADISON,GA,30650,13211,2023,202312,1,"4,06,703",406703,S,,68.65%,88.52%,"2,41,894",4,1,1,COMMERCIAL REAL ESTATE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
149,HAZLEHURST INVESTORS INC,0003140961,0,0,0,0,0,149,BANK OF HAZLEHURST,22 S TALLAHASSEE ST,HAZLEHURST,GA,31539,13161,2023,202312,1,"1,25,202",125202,S,,40.60%,91.10%,"1,17,595",2,,1,NO LENDING SPECIALTY,NA,NA,NA,NA,NA,NA,20240321
155,ALAPAHA HOLDING CO,0003194076,0,0,0,0,0,155,BANK OF ALAPAHA,245 NE RAILROAD ST,ALAPAHA,GA,31622,13019,2023,202312,1,"2,40,975",240975,S,,47.71%,93.23%,"95,876",4,,1,NO LENDING SPECIALTY,NA,NA,NA,NA,NA,NA,20240321
160,EXCHANGE BANKSHARES INC,0001085862,0,0,0,0,0,160,EXCHANGE BANK,250 W HANCOCK ST,MILLEDGEVILLE,GA,31061,13009,2023,202312,1,"3,73,736",373736,S,,56.17%,84.39%,"2,09,086",4,,1,COMMERCIAL REAL ESTATE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
169,,,0,0,0,0,0,169,FIRST NATIONAL BANK OF GRIFFIN,318 S HILL ST,GRIFFIN,GA,30224,13255,2023,202312,1,"3,74,731",374731,S,,29.89%,89.95%,"1,69,851",6,1,1,NO LENDING SPECIALTY,NA,NA,NA,NA,NA,NA,20240321
170,,,0,0,0,0,0,170,THE PEOPLES BANK OF GEORGIA,26 W MONROE ST,TALBOTTON,GA,31827,13263,2023,202312,1,"1,66,288",166288,S,,82.68%,90.95%,"52,929",4,,1,MORTGAGE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
172,UNITED BANK CORP,0001082777,0,0,0,0,0,172,UNITED BANK,685 GRIFFIN ST,ZEBULON,GA,30295,13231,2023,202312,1,"22,31,281",2231281,L,,38.28%,89.57%,"2,93,455",18,1,1,NO LENDING SPECIALTY,1,1,1,1,1,1,20240321
175,TCB BANCSHARES INC,0001417418,0,0,0,0,0,175,THE COMMERCIAL BANK,102 N. CHURCH ST.,CRAWFORD,GA,30630,13221,2023,202312,1,"4,02,067",402067,S,,66.72%,92.42%,"1,09,346",5,,1,COMMERCIAL REAL ESTATE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
178,TSB BCORP INC,0001249020,0,0,0,0,0,178,TALBOT STATE BANK,76 E MAIN ST,WOODLAND,GA,31836,13263,2023,202312,1,"57,675",57675,S,,58.73%,68.29%,"33,182",2,1,1,MORTGAGE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
183,M&C BANCSHARES INC,0005586321,0,0,0,0,0,183,THE MERCHANTS & CITIZENS BANK,6 COLLEGE ST,MCRAE,GA,31055,13271,2023,202312,1,"1,26,311",126311,S,,28.93%,87.11%,"1,17,118",1,,1,NO LENDING SPECIALTY,NA,NA,NA,NA,NA,NA,20240321
197,ALLIANCE BCORP,0001138405,0,0,0,0,0,197,ALLIANCE BANK,101 W MONTGOMERY ST.,FRANCESVILLE,IN,47946,18131,2023,202312,1,"4,19,068",419068,S,,57.16%,86.05%,"81,400",7,1,1,MULTI SPECIALTY LENDER,NA,NA,NA,NA,NA,NA,20240321
210,TRI-COUNTY BCORP,0001205286,0,0,0,0,0,210,TRI-COUNTY BANK & TRUST COMPANY,18 E WASHINGTON ST,ROACHDALE,IN,46172,18133,2023,202312,1,"2,93,940",293940,S,,72.60%,75.86%,"69,620",5,1,1,COMMERCIAL REAL ESTATE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
214,W S B INC,0001207468,0,0,0,0,0,214,WASHINGTON STATE BANK,121 S MARION AVE,WASHINGTON,IA,52353,19183,2023,202312,1,"5,63,315",563315,S,,52.59%,68.42%,"3,73,818",5,,1,NO LENDING SPECIALTY,NA,NA,NA,NA,NA,NA,20240321
226,GUTHRIE COUNTY BANCSHARES INC,0001208380,0,0,0,0,0,226,GUTHRIE COUNTY STATE BANK,505 E MAIN ST,PANORA,IA,50216,19077,2023,202312,1,"2,66,529",266529,S,,47.84%,66.62%,"1,48,679",2,1,1,NO LENDING SPECIALTY,NA,NA,NA,NA,NA,NA,20240321
1201457,AMBANK CO INC,0001201457,0,0,0,0,0,228,AMERICAN STATE BANK,525 N MAIN AVE,SIOUX CENTER,IA,51250,19167,2023,202312,1,"13,62,188",1912392,S,,86.85%,74.54%,"7,10,782",13,,2,AG LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
230,COMMUNITY STATE BCORP,0001131424,0,0,0,0,0,230,COMMUNITY STATE BANK,1812 HWY. BLVD,SPENCER,IA,51301,19041,2023,202312,1,"3,35,468",335468,S,,49.21%,80.68%,"1,14,463",7,,1,MULTI SPECIALTY LENDER,NA,NA,NA,NA,NA,NA,20240321
231,COMMERCIAL BAN CORP,0001132971,0,0,0,0,0,231,COMMERCIAL SAVINGS BANK,325 W US HWY. 30,CARROLL,IA,51401,19027,2023,202312,1,"2,89,191",289191,S,,71.36%,82.22%,"2,30,039",2,,1,MORTGAGE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
232,SOLON FINANCIAL INC,0001137903,0,0,0,0,0,232,SOLON STATE BANK,126 S MARKET ST,SOLON,IA,52333,19103,2023,202312,1,"1,23,397",123397,S,,56.20%,70.37%,"58,098",3,,1,MULTI SPECIALTY LENDER,NA,NA,NA,NA,NA,NA,20240321
1133615,DENTEL BCORP,0001133615,0,0,0,0,0,234,POCAHONTAS STATE BANK,233 N MAIN ST,POCAHONTAS,IA,50574,19151,2023,202312,1,"1,11,112",222397,S,,34.91%,70.00%,"81,895",4,,1,AG LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
235,OLD O BRIEN BANC SHARES INC,0001209172,0,0,0,0,0,235,SECURITY STATE BANK,109 W 2ND ST,SUTHERLAND,IA,51058,19141,2023,202312,1,"3,82,547",382547,S,,88.26%,77.39%,"1,67,878",5,,1,AG LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
1205905,GREENE INVESTMENT CO,0001205905,0,0,0,0,0,245,RACCOON VALLEY BANK,1202 2ND ST,PERRY,IA,50220,19049,2023,202312,1,"4,48,052",866299,S,,79.03%,80.07%,"3,45,378",6,1,1,COMMERCIAL REAL ESTATE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
248,SSB HOLDING CO INC,0001201729,0,0,0,0,0,248,STATE SAVINGS BANK,4800 GEORGE MILLS CIVIC PKWY,WEST DES MOINES,IA,50265,19153,2023,202312,1,"2,22,190",222190,S,,85.53%,73.67%,"90,049",2,1,1,COMMERCIAL REAL ESTATE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
1919976,BEULAH BCORP INC,0001919976,0,0,0,0,0,251,FIRST SECURITY BANK,401 MAIN ST,MAPLETON,IA,51034,19133,2023,202312,1,"74,438",145108,S,,46.11%,86.81%,"54,399",4,,2,AG LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
252,IOWA RIVER BCORP INC,0003916317,0,0,0,0,0,252,PINNACLE BANK,2206 S CTR. ST,MARSHALLTOWN,IA,50158,19127,2023,202312,1,"3,07,135",307135,S,,70.74%,66.74%,"2,69,956",1,,1,COMMERCIAL REAL ESTATE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
253,LUANA BCORP,0001209211,0,0,0,0,0,253,LUANA SAVINGS BANK,100 HARVEST DR,LUANA,IA,52156,19043,2023,202312,0,"20,81,734",2081734,L,,76.93%,43.35%,"12,87,593",6,1,1,MULTI SPECIALTY LENDER,1,0,1,1,1,1,20240321
254,WHITNEY CORP OF IOWA,0001200571,0,0,0,0,0,254,FIRST WHITNEY BANK AND TRUST,223 CHESTNUT ST,ATLANTIC,IA,50022,19029,2023,202312,1,"2,86,711",286711,S,,57.79%,84.35%,"1,66,953",2,,1,AG LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
258,STOCK YARDS BCORP INC,0001249730,0,0,0,0,0,258,STOCK YARDS BANK & TRUST COMPANY,1040 E MAIN ST,LOUISVILLE,KY,40206,21111,2023,202312,0,"81,65,735",8165735,L,,69.76%,81.75%,"10,21,183",75,4,3,COMMERCIAL REAL ESTATE LENDING SPECIALIZATION,1,1,1,1,0,1,20240321
262,ROCKCASTLE BCORP INC,0002262268,0,0,0,0,0,262,CITIZENS BANK,411 DYSART WAY,MOUNT VERNON,KY,40456,21203,2023,202312,1,"2,09,817",209817,S,,82.79%,85.93%,"95,402",5,,1,MORTGAGE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
267,,,0,0,0,0,0,267,KENTUCKY FARMERS BANK CORPORATION,2500 BROADWAY ST,CATLETTSBURG,KY,41129,21019,2023,202312,1,"2,75,822",275822,S,,59.17%,82.90%,"1,02,392",4,,1,NO LENDING SPECIALTY,NA,NA,NA,NA,NA,NA,20240321
275,MORGANTOWN DEPOSIT BCORP INC,0001119217,0,0,0,0,0,275,"MORGANTOWN BANK & TRUST COMPANY, INCORPORATED",201 N MAIN ST,MORGANTOWN,KY,42261,21031,2023,202312,1,"3,24,882",324882,S,,72.43%,82.38%,"1,74,237",5,,1,MORTGAGE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
1071539,MIDDLEFORK FINANCIAL GROUP INC,0001071539,0,0,0,0,0,281,HYDEN CITIZENS BANK,22023 MAIN ST,HYDEN,KY,41749,21131,2023,202312,1,"1,44,962",274406,S,,49.74%,84.16%,"1,17,381",7,,1,NO LENDING SPECIALTY,NA,NA,NA,NA,NA,NA,20240321
284,FIRST COMMUNITY BCORP INC,0002151670,0,0,0,0,0,284,AUBURN BANKING COMPANY,236 SUGAR MAPLE DR.,AUBURN,KY,42206,21141,2023,202312,1,"1,32,718",132718,S,,71.74%,83.80%,"57,223",2,,1,MORTGAGE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
287,COMMUNITY FINL SERVICES EMPLOY,0002052067,0,0,0,0,0,287,COMMUNITY FINANCIAL SERVICES BANK,221 W 5TH ST,BENTON,KY,42025,21157,2023,202312,1,"13,92,541",1392541,S,,67.95%,72.52%,"4,99,227",8,,1,OTHER CONSUMER LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
1071539,MIDDLEFORK FINANCIAL GROUP INC,0001071539,0,0,0,0,0,288,FARMERS & TRADERS BANK OF CAMPTON,215 MOUNTAIN PKWY. SPUR RD,CAMPTON,KY,41301,21237,2023,202312,1,"67,433",274406,S,,49.74%,84.16%,"1,17,381",7,,1,NO LENDING SPECIALTY,NA,NA,NA,NA,NA,NA,20240321
289,COMMUNITY EXC BANCSHARES INC,0003923306,0,0,0,0,0,289,BANK OF HINDMAN,1362 HINDMAN BYP,HINDMAN,KY,41822,21119,2023,202312,1,"2,61,500",261500,S,,44.21%,76.79%,"1,10,277",2,,1,NO LENDING SPECIALTY,NA,NA,NA,NA,NA,NA,20240321
291,,,0,0,0,0,0,291,JACKSON COUNTY BANK,123 MAIN ST N,MC KEE,KY,40447,21109,2023,202312,1,"1,64,161",164161,S,,44.86%,66.28%,"68,776",3,,1,NO LENDING SPECIALTY,NA,NA,NA,NA,NA,NA,20240321
292,MONTICELLO BANKSHARES INC,0001097922,0,0,0,0,0,292,THE MONTICELLO BANKING COMPANY,50 N MAIN ST,MONTICELLO,KY,42633,21231,2023,202312,1,"11,98,688",1198688,S,,70.56%,73.20%,"1,51,719",21,2,1,COMMERCIAL REAL ESTATE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
296,EDMONSON BANCSHARES INC,0002155397,0,0,0,0,0,296,BANK OF EDMONSON COUNTY,109 S MAIN ST,BROWNSVILLE,KY,42210,21061,2023,202312,1,"2,71,220",271220,S,,68.26%,87.59%,"1,73,532",3,,1,COMMERCIAL REAL ESTATE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
297,LEWISBURG BANCSHARES CORP,0001250071,0,0,0,0,0,297,LEWISBURG BANKING COMPANY,287 N MAIN ST,LEWISBURG,KY,42256,21141,2023,202312,1,"1,82,807",182807,S,,68.02%,84.14%,"62,744",5,,1,MORTGAGE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
303,MCCREARY BANCSHARES INC,0001071342,0,0,0,0,0,303,UNITED CUMBERLAND BANK,47 S MAIN ST,WHITLEY CITY,KY,42653,21147,2023,202312,1,"3,93,950",393950,S,,67.36%,87.29%,"1,39,944",7,1,2,NO LENDING SPECIALTY,NA,NA,NA,NA,NA,NA,20240321
304,CLINTON BCORP INC,0002266387,0,0,0,0,0,304,CLINTON BANK,220 E CLAY ST,CLINTON,KY,42031,21105,2023,202312,1,"75,595",75595,S,,53.02%,77.02%,"51,897",1,,1,AG LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
306,ZACHARY BANCSHARES INC,0001086056,0,0,0,0,0,306,BANK OF ZACHARY,4743 MAIN ST,ZACHARY,LA,70791,22033,2023,202312,1,"4,01,941",401941,S,,56.02%,85.85%,"2,56,873",6,1,1,NO LENDING SPECIALTY,NA,NA,NA,NA,NA,NA,20240321
307,CLINTON BANCSHARES INC,0001085460,0,0,0,0,0,307,LANDMARK BANK,12225 SAINT HELENA ST,CLINTON,LA,70722,22037,2023,202312,1,"2,09,414",209414,S,,67.47%,87.49%,"98,243",4,1,1,MORTGAGE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
314,,,0,0,0,0,0,314,THE MER ROUGE STATE BANK,102 DAVENPORT AVE,MER ROUGE,LA,71261,22067,2023,202312,1,"52,975",52975,S,,37.83%,91.51%,"43,622",1,,1,NO LENDING SPECIALTY,NA,NA,NA,NA,NA,NA,20240321
321,HOLMES COUNTY CAPITAL CORP,0001119057,0,0,0,0,0,321,HOLMES COUNTY BANK,316 COURT SQ,LEXINGTON,MS,39095,28051,2023,202312,1,"1,50,349",150349,S,,43.02%,89.65%,"70,841",5,1,1,COMMERCIAL REAL ESTATE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
324,CITIZENS CORP,0001246681,0,0,0,0,0,324,CITIZENS BANK,814 MAIN ST,COLUMBIA,MS,39429,28091,2023,202312,1,"4,49,353",449353,S,,67.18%,86.78%,"1,57,132",8,,1,MULTI SPECIALTY LENDER,NA,NA,NA,NA,NA,NA,20240321
327,,,0,0,0,0,0,327,MERCHANTS AND PLANTERS BANK,308 RAYMOND SQ,RAYMOND,MS,39154,28049,2023,202312,1,"2,00,906",200906,S,,47.21%,84.19%,"1,09,435",7,1,1,NO LENDING SPECIALTY,NA,NA,NA,NA,NA,NA,20240321
340,PEOPLES FINANCIAL CORP,0001133174,0,0,0,0,0,340,"THE PEOPLES BANK, BILOXI, MISSISSIPPI",152 LAMEUSE ST,BILOXI,MS,39530,28047,2023,202312,1,"7,97,363",797363,S,,29.49%,86.38%,"1,86,485",18,,1,NO LENDING SPECIALTY,NA,NA,NA,NA,NA,NA,20240321
342,FARMERS STATE FINANCIAL CORP,0002108227,0,0,0,0,0,342,FARMERS STATE BANK,103 MAIN ST,VICTOR,MT,59875,30081,2023,202312,1,"7,18,321",718321,S,,63.55%,84.23%,"1,51,797",10,,1,COMMERCIAL REAL ESTATE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
352,UNITED BCORP,0001128264,0,0,0,0,0,352,THE BANK OF BAKER,116 S MAIN ST,BAKER,MT,59313,30025,2023,202312,1,"1,42,369",142369,S,,62.47%,88.57%,"1,16,616",1,,1,AG LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
358,,,0,0,0,0,0,358,STOCKMENS BANK,117 CENTRAL AVE W,CASCADE,MT,59421,30013,2023,202312,1,"43,925",43925,S,,26.91%,89.93%,"39,796",1,,1,NO LENDING SPECIALTY,NA,NA,NA,NA,NA,NA,20240321
363,FIRST NATIONAL BCORP INC,0001134845,0,0,0,0,0,363,"FIRST MONTANA BANK, INC.",201 N HIGGINS AVE,MISSOULA,MT,59802,30063,2023,202312,1,"5,74,090",574090,S,,58.59%,73.12%,"1,13,769",10,,1,COMMERCIAL REAL ESTATE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
384,OHIO VALLEY BANC CORP,0002012436,0,0,0,0,0,384,THE OHIO VALLEY BANK COMPANY,420 3RD AVE,GALLIPOLIS,OH,45631,39053,2023,202312,1,"13,37,295",1337295,S,,71.11%,78.79%,"4,19,653",16,,2,NO LENDING SPECIALTY,NA,NA,NA,NA,NA,NA,20240321
389,PEOPLES BANCSHARES GAMBIER INC,0001427734,0,0,0,0,0,389,THE PEOPLES BANK,103 E WIGGIN ST,GAMBIER,OH,43022,39083,2023,202312,1,"58,617",58617,S,,57.21%,91.38%,"39,940",2,,1,MORTGAGE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
399,,,0,0,0,0,0,399,FIRST SUMMIT BANK,527 WASHINGTON ST.,RYAN,OK,73565,40067,2023,202312,1,"27,796",27796,S,,64.43%,85.08%,"19,699",2,,1,AG LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
402,TUTTLE BANCSHARES INC,0001067372,0,0,0,0,0,402,SOONER STATE BANK,2 SE 4TH ST,TUTTLE,OK,73089,40051,2023,202312,1,"3,04,864",304864,S,,58.74%,89.54%,"76,620",7,1,1,COMMERCIAL REAL ESTATE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
404,F S B PROPERTIES INC,0001055539,0,0,0,0,0,404,THE FARMERS STATE BANK,1100 MAIN ST,QUINTON,OK,74561,40121,2023,202312,1,"1,82,027",182027,S,,59.30%,91.14%,"90,067",4,,1,NO LENDING SPECIALTY,NA,NA,NA,NA,NA,NA,20240321
406,CLEO BANCSHARES INC,0001052958,0,0,0,0,0,406,CLEO STATE BANK,202 S SQ. ST,CLEO SPRINGS,OK,73729,40093,2023,202312,1,"1,06,061",106061,S,,49.76%,85.97%,"39,849",4,,1,MULTI SPECIALTY LENDER,NA,NA,NA,NA,NA,NA,20240321
414,,,0,0,0,0,0,414,THE STOCK EXCHANGE BANK,1117 10TH ST,WOODWARD,OK,73801,40153,2023,202312,1,"2,90,417",290417,S,,39.70%,83.80%,"2,47,217",3,,1,NO LENDING SPECIALTY,NA,NA,NA,NA,NA,NA,20240321
418,FIRST KEYES BANCSHARES INC,0001060711,0,0,0,0,0,418,HIGH PLAINS BANK,202 N MAIN ST,OKEENE,OK,73763,40011,2023,202312,1,"1,77,984",177984,S,,78.43%,78.72%,"59,772",3,,1,COMMERCIAL REAL ESTATE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
